,Reported_Date,Zip Code,DVFlag,Latitude,Longitude
78396,10/22/2020,64119,Y,39.202654,-94.51816
78480,10/27/2020,64119,Y,39.202654,-94.51816
78839,10/9/2020,64119,Y,39.202654,-94.51816
81387,10/20/2020,64119,Y,39.202654,-94.51816
81595,10/31/2020,64119,Y,39.202654,-94.51816
83274,10/22/2020,64119,Y,39.202654,-94.51816
83927,10/31/2020,64119,Y,39.202654,-94.51816
84175,11/15/2020,64119,Y,39.202654,-94.51816
84237,10/3/2020,64119,Y,39.202654,-94.51816
84442,10/25/2020,64119,Y,39.202654,-94.51816
84496,11/15/2020,64119,Y,39.202654,-94.51816
85043,10/20/2020,64119,Y,39.202654,-94.51816
85216,10/20/2020,64119,Y,39.202654,-94.51816
85284,11/13/2020,64119,Y,39.202654,-94.51816
1075,1/22/2020,64156,Y,39.281486,-94.51296
2356,1/22/2020,64156,Y,39.281486,-94.51296
4902,1/16/2020,64156,Y,39.281486,-94.51296
5393,1/22/2020,64156,Y,39.281486,-94.51296
6448,1/9/2020,64156,Y,39.281486,-94.51296
10228,1/28/2020,64156,Y,39.281486,-94.51296
10770,1/22/2020,64156,Y,39.281486,-94.51296
11836,1/9/2020,64156,Y,39.281486,-94.51296
16085,1/22/2020,64156,Y,39.281486,-94.51296
17000,1/16/2020,64156,Y,39.281486,-94.51296
18234,1/22/2020,64156,Y,39.281486,-94.51296
19439,3/10/2020,64156,Y,39.281486,-94.51296
20818,4/30/2020,64156,Y,39.281486,-94.51296
23715,3/24/2020,64156,Y,39.281486,-94.51296
27278,4/30/2020,64156,Y,39.281486,-94.51296
27398,3/24/2020,64156,Y,39.281486,-94.51296
28858,3/19/2020,64156,Y,39.281486,-94.51296
31975,3/19/2020,64156,Y,39.281486,-94.51296
33143,4/27/2020,64156,Y,39.281486,-94.51296
33268,4/27/2020,64156,Y,39.281486,-94.51296
33706,3/10/2020,64156,Y,39.281486,-94.51296
36763,6/30/2020,64156,Y,39.281486,-94.51296
36836,7/20/2020,64156,Y,39.281486,-94.51296
37559,7/20/2020,64156,Y,39.281486,-94.51296
38274,7/12/2020,64156,Y,39.281486,-94.51296
38670,7/12/2020,64156,Y,39.281486,-94.51296
39220,7/20/2020,64156,Y,39.281486,-94.51296
40698,5/26/2020,64156,Y,39.281486,-94.51296
42292,7/20/2020,64156,Y,39.281486,-94.51296
42498,7/20/2020,64156,Y,39.281486,-94.51296
43188,5/26/2020,64156,Y,39.281486,-94.51296
43337,7/12/2020,64156,Y,39.281486,-94.51296
47173,5/26/2020,64156,Y,39.281486,-94.51296
47296,7/20/2020,64156,Y,39.281486,-94.51296
48386,7/20/2020,64156,Y,39.281486,-94.51296
49878,7/20/2020,64156,Y,39.281486,-94.51296
50938,6/30/2020,64156,Y,39.281486,-94.51296
52211,5/26/2020,64156,Y,39.281486,-94.51296
55118,7/27/2020,64156,Y,39.281486,-94.51296
56132,7/27/2020,64156,Y,39.281486,-94.51296
59715,7/27/2020,64156,Y,39.281486,-94.51296
61918,7/27/2020,64156,Y,39.281486,-94.51296
65721,9/9/2020,64156,Y,39.281486,-94.51296
68349,8/1/2020,64156,Y,39.281486,-94.51296
69265,9/9/2020,64156,Y,39.281486,-94.51296
73753,9/25/2020,64156,Y,39.281486,-94.51296
76107,9/25/2020,64156,Y,39.281486,-94.51296
79255,9/27/2020,64156,Y,39.281486,-94.51296
83414,9/27/2020,64156,Y,39.281486,-94.51296
91,3/3/2020,64126,Y,39.092304,-94.49948
542,3/2/2020,64126,Y,39.092304,-94.49948
626,2/23/2020,64126,Y,39.092304,-94.49948
648,2/2/2020,64126,Y,39.092304,-94.49948
1110,2/18/2020,64126,Y,39.092304,-94.49948
1156,3/8/2020,64126,Y,39.092304,-94.49948
1167,3/8/2020,64126,Y,39.092304,-94.49948
1195,3/2/2020,64126,Y,39.092304,-94.49948
1283,1/23/2020,64126,Y,39.092304,-94.49948
1428,1/23/2020,64126,Y,39.092304,-94.49948
1776,1/5/2020,64126,Y,39.092304,-94.49948
1964,2/8/2020,64126,Y,39.092304,-94.49948
3230,1/2/2020,64126,Y,39.092304,-94.49948
3528,2/8/2020,64126,Y,39.092304,-94.49948
3801,2/24/2020,64126,Y,39.092304,-94.49948
3845,2/2/2020,64126,Y,39.092304,-94.49948
3884,2/4/2020,64126,Y,39.092304,-94.49948
4057,2/4/2020,64126,Y,39.092304,-94.49948
4500,1/1/2020,64126,Y,39.092304,-94.49948
4507,1/23/2020,64126,Y,39.092304,-94.49948
4789,1/31/2020,64126,Y,39.092304,-94.49948
5093,3/3/2020,64126,Y,39.092304,-94.49948
5325,2/23/2020,64126,Y,39.092304,-94.49948
5591,2/18/2020,64126,Y,39.092304,-94.49948
5693,1/23/2020,64126,Y,39.092304,-94.49948
5830,2/27/2020,64126,Y,39.092304,-94.49948
6166,2/16/2020,64126,Y,39.092304,-94.49948
6215,1/24/2020,64126,Y,39.092304,-94.49948
6998,3/2/2020,64126,Y,39.092304,-94.49948
7173,1/17/2020,64126,Y,39.092304,-94.49948
7202,2/8/2020,64126,Y,39.092304,-94.49948
8114,2/8/2020,64126,Y,39.092304,-94.49948
8128,2/24/2020,64126,Y,39.092304,-94.49948
8364,2/4/2020,64126,Y,39.092304,-94.49948
8391,3/3/2020,64126,Y,39.092304,-94.49948
8690,2/2/2020,64126,Y,39.092304,-94.49948
8737,2/4/2020,64126,Y,39.092304,-94.49948
9143,2/8/2020,64126,Y,39.092304,-94.49948
9145,2/29/2020,64126,Y,39.092304,-94.49948
9193,1/31/2020,64126,Y,39.092304,-94.49948
10218,1/17/2020,64126,Y,39.092304,-94.49948
10287,1/19/2020,64126,Y,39.092304,-94.49948
10341,2/23/2020,64126,Y,39.092304,-94.49948
10380,2/16/2020,64126,Y,39.092304,-94.49948
10503,2/29/2020,64126,Y,39.092304,-94.49948
10775,2/8/2020,64126,Y,39.092304,-94.49948
11555,2/18/2020,64126,Y,39.092304,-94.49948
11602,1/24/2020,64126,Y,39.092304,-94.49948
11916,1/23/2020,64126,Y,39.092304,-94.49948
11984,2/8/2020,64126,Y,39.092304,-94.49948
12209,3/2/2020,64126,Y,39.092304,-94.49948
12214,3/3/2020,64126,Y,39.092304,-94.49948
13682,2/27/2020,64126,Y,39.092304,-94.49948
14063,2/23/2020,64126,Y,39.092304,-94.49948
14605,2/16/2020,64126,Y,39.092304,-94.49948
14856,1/19/2020,64126,Y,39.092304,-94.49948
15054,2/18/2020,64126,Y,39.092304,-94.49948
15379,2/18/2020,64126,Y,39.092304,-94.49948
15479,3/8/2020,64126,Y,39.092304,-94.49948
15979,2/2/2020,64126,Y,39.092304,-94.49948
16095,1/5/2020,64126,Y,39.092304,-94.49948
16746,2/8/2020,64126,Y,39.092304,-94.49948
17174,1/23/2020,64126,Y,39.092304,-94.49948
17493,3/3/2020,64126,Y,39.092304,-94.49948
17600,3/8/2020,64126,Y,39.092304,-94.49948
17668,2/29/2020,64126,Y,39.092304,-94.49948
17748,1/1/2020,64126,Y,39.092304,-94.49948
17880,2/27/2020,64126,Y,39.092304,-94.49948
18165,1/2/2020,64126,Y,39.092304,-94.49948
20513,3/24/2020,64126,Y,39.092304,-94.49948
20518,5/17/2020,64126,Y,39.092304,-94.49948
20887,5/6/2020,64126,Y,39.092304,-94.49948
21329,3/13/2020,64126,Y,39.092304,-94.49948
21566,5/4/2020,64126,Y,39.092304,-94.49948
22042,5/22/2020,64126,Y,39.092304,-94.49948
22425,4/3/2020,64126,Y,39.092304,-94.49948
22482,4/2/2020,64126,Y,39.092304,-94.49948
22529,5/7/2020,64126,Y,39.092304,-94.49948
22748,5/11/2020,64126,Y,39.092304,-94.49948
23245,5/17/2020,64126,Y,39.092304,-94.49948
23385,3/15/2020,64126,Y,39.092304,-94.49948
23692,4/7/2020,64126,Y,39.092304,-94.49948
24128,4/26/2020,64126,Y,39.092304,-94.49948
24969,4/3/2020,64126,Y,39.092304,-94.49948
25289,5/21/2020,64126,Y,39.092304,-94.49948
25391,4/12/2020,64126,Y,39.092304,-94.49948
26083,3/16/2020,64126,Y,39.092304,-94.49948
26325,5/22/2020,64126,Y,39.092304,-94.49948
26349,3/13/2020,64126,Y,39.092304,-94.49948
26400,4/26/2020,64126,Y,39.092304,-94.49948
26964,5/11/2020,64126,Y,39.092304,-94.49948
27248,5/22/2020,64126,Y,39.092304,-94.49948
27330,5/7/2020,64126,Y,39.092304,-94.49948
27512,4/3/2020,64126,Y,39.092304,-94.49948
27998,5/17/2020,64126,Y,39.092304,-94.49948
28087,5/19/2020,64126,Y,39.092304,-94.49948
28279,3/18/2020,64126,Y,39.092304,-94.49948
29275,4/7/2020,64126,Y,39.092304,-94.49948
29295,3/15/2020,64126,Y,39.092304,-94.49948
29356,5/22/2020,64126,Y,39.092304,-94.49948
29369,3/21/2020,64126,Y,39.092304,-94.49948
29616,4/12/2020,64126,Y,39.092304,-94.49948
29895,4/12/2020,64126,Y,39.092304,-94.49948
30314,3/16/2020,64126,Y,39.092304,-94.49948
30322,3/21/2020,64126,Y,39.092304,-94.49948
31250,5/20/2020,64126,Y,39.092304,-94.49948
32004,3/18/2020,64126,Y,39.092304,-94.49948
32103,5/20/2020,64126,Y,39.092304,-94.49948
32470,4/2/2020,64126,Y,39.092304,-94.49948
32627,5/17/2020,64126,Y,39.092304,-94.49948
32655,5/22/2020,64126,Y,39.092304,-94.49948
32931,5/21/2020,64126,Y,39.092304,-94.49948
33492,4/12/2020,64126,Y,39.092304,-94.49948
33697,3/24/2020,64126,Y,39.092304,-94.49948
34633,5/22/2020,64126,Y,39.092304,-94.49948
35180,5/4/2020,64126,Y,39.092304,-94.49948
35622,4/3/2020,64126,Y,39.092304,-94.49948
35760,5/6/2020,64126,Y,39.092304,-94.49948
36070,5/19/2020,64126,Y,39.092304,-94.49948
37447,5/27/2020,64126,Y,39.092304,-94.49948
37555,6/25/2020,64126,Y,39.092304,-94.49948
37850,6/8/2020,64126,Y,39.092304,-94.49948
37899,7/20/2020,64126,Y,39.092304,-94.49948
37999,7/20/2020,64126,Y,39.092304,-94.49948
38081,5/26/2020,64126,Y,39.092304,-94.49948
38182,6/6/2020,64126,Y,39.092304,-94.49948
38503,6/26/2020,64126,Y,39.092304,-94.49948
39130,6/6/2020,64126,Y,39.092304,-94.49948
39372,6/27/2020,64126,Y,39.092304,-94.49948
39635,7/13/2020,64126,Y,39.092304,-94.49948
39749,7/2/2020,64126,Y,39.092304,-94.49948
40622,6/2/2020,64126,Y,39.092304,-94.49948
40774,6/29/2020,64126,Y,39.092304,-94.49948
41451,5/23/2020,64126,Y,39.092304,-94.49948
41585,6/25/2020,64126,Y,39.092304,-94.49948
42323,7/5/2020,64126,Y,39.092304,-94.49948
42655,5/27/2020,64126,Y,39.092304,-94.49948
44237,7/22/2020,64126,Y,39.092304,-94.49948
44465,7/22/2020,64126,Y,39.092304,-94.49948
44517,6/8/2020,64126,Y,39.092304,-94.49948
44943,6/26/2020,64126,Y,39.092304,-94.49948
44959,6/26/2020,64126,Y,39.092304,-94.49948
45041,7/17/2020,64126,Y,39.092304,-94.49948
45774,7/22/2020,64126,Y,39.092304,-94.49948
46114,7/22/2020,64126,Y,39.092304,-94.49948
46227,6/27/2020,64126,Y,39.092304,-94.49948
46658,5/23/2020,64126,Y,39.092304,-94.49948
47094,6/29/2020,64126,Y,39.092304,-94.49948
47187,6/19/2020,64126,Y,39.092304,-94.49948
47238,6/11/2020,64126,Y,39.092304,-94.49948
47627,6/8/2020,64126,Y,39.092304,-94.49948
48604,6/26/2020,64126,Y,39.092304,-94.49948
49118,7/13/2020,64126,Y,39.092304,-94.49948
49439,6/19/2020,64126,Y,39.092304,-94.49948
49947,7/20/2020,64126,Y,39.092304,-94.49948
50241,7/17/2020,64126,Y,39.092304,-94.49948
50367,6/8/2020,64126,Y,39.092304,-94.49948
50548,7/20/2020,64126,Y,39.092304,-94.49948
50608,5/26/2020,64126,Y,39.092304,-94.49948
51162,6/25/2020,64126,Y,39.092304,-94.49948
51469,6/11/2020,64126,Y,39.092304,-94.49948
51582,6/18/2020,64126,Y,39.092304,-94.49948
52013,6/2/2020,64126,Y,39.092304,-94.49948
52172,7/13/2020,64126,Y,39.092304,-94.49948
52395,6/25/2020,64126,Y,39.092304,-94.49948
52447,6/29/2020,64126,Y,39.092304,-94.49948
52495,6/19/2020,64126,Y,39.092304,-94.49948
53141,7/5/2020,64126,Y,39.092304,-94.49948
53300,6/19/2020,64126,Y,39.092304,-94.49948
53417,7/2/2020,64126,Y,39.092304,-94.49948
55417,9/15/2020,64126,Y,39.092304,-94.49948
56317,9/11/2020,64126,Y,39.092304,-94.49948
56461,9/11/2020,64126,Y,39.092304,-94.49948
59666,8/31/2020,64126,Y,39.092304,-94.49948
60496,7/23/2020,64126,Y,39.092304,-94.49948
60624,8/13/2020,64126,Y,39.092304,-94.49948
61546,9/11/2020,64126,Y,39.092304,-94.49948
64834,7/23/2020,64126,Y,39.092304,-94.49948
64911,9/22/2020,64126,Y,39.092304,-94.49948
64937,8/31/2020,64126,Y,39.092304,-94.49948
65347,8/13/2020,64126,Y,39.092304,-94.49948
68799,9/15/2020,64126,Y,39.092304,-94.49948
69867,9/11/2020,64126,Y,39.092304,-94.49948
71419,9/22/2020,64126,Y,39.092304,-94.49948
71467,11/7/2020,64126,Y,39.092304,-94.49948
71624,11/7/2020,64126,Y,39.092304,-94.49948
72089,11/8/2020,64126,Y,39.092304,-94.49948
73201,10/7/2020,64126,Y,39.092304,-94.49948
73233,11/4/2020,64126,Y,39.092304,-94.49948
73262,10/11/2020,64126,Y,39.092304,-94.49948
74396,11/8/2020,64126,Y,39.092304,-94.49948
75502,11/7/2020,64126,Y,39.092304,-94.49948
75815,11/14/2020,64126,Y,39.092304,-94.49948
75891,11/1/2020,64126,Y,39.092304,-94.49948
76427,10/11/2020,64126,Y,39.092304,-94.49948
76961,10/7/2020,64126,Y,39.092304,-94.49948
77444,10/11/2020,64126,Y,39.092304,-94.49948
77786,10/7/2020,64126,Y,39.092304,-94.49948
79057,10/7/2020,64126,Y,39.092304,-94.49948
79060,11/14/2020,64126,Y,39.092304,-94.49948
79618,11/1/2020,64126,Y,39.092304,-94.49948
79686,10/11/2020,64126,Y,39.092304,-94.49948
80110,10/15/2020,64126,Y,39.092304,-94.49948
80638,10/11/2020,64126,Y,39.092304,-94.49948
80895,10/11/2020,64126,Y,39.092304,-94.49948
81086,10/7/2020,64126,Y,39.092304,-94.49948
81467,10/7/2020,64126,Y,39.092304,-94.49948
84309,11/4/2020,64126,Y,39.092304,-94.49948
84782,10/11/2020,64126,Y,39.092304,-94.49948
85249,11/7/2020,64126,Y,39.092304,-94.49948
37,1/28/2020,64134,Y,38.928206,-94.49832
471,10/12/2020,64134,Y,38.928206,-94.49832
569,2/5/2020,64134,Y,38.928206,-94.49832
573,1/24/2020,64134,Y,38.928206,-94.49832
574,2/21/2020,64134,Y,38.928206,-94.49832
580,2/3/2020,64134,Y,38.928206,-94.49832
721,2/1/2020,64134,Y,38.928206,-94.49832
756,1/7/2020,64134,Y,38.928206,-94.49832
983,2/2/2020,64134,Y,38.928206,-94.49832
1008,2/4/2020,64134,Y,38.928206,-94.49832
1123,1/19/2020,64134,Y,38.928206,-94.49832
1218,1/5/2020,64134,Y,38.928206,-94.49832
1273,1/21/2020,64134,Y,38.928206,-94.49832
1307,2/21/2020,64134,Y,38.928206,-94.49832
1390,2/21/2020,64134,Y,38.928206,-94.49832
1485,2/22/2020,64134,Y,38.928206,-94.49832
1493,1/5/2020,64134,Y,38.928206,-94.49832
1515,1/2/2020,64134,Y,38.928206,-94.49832
1576,2/24/2020,64134,Y,38.928206,-94.49832
1723,2/25/2020,64134,Y,38.928206,-94.49832
1971,3/3/2020,64134,Y,38.928206,-94.49832
1980,2/4/2020,64134,Y,38.928206,-94.49832
2122,1/9/2020,64134,Y,38.928206,-94.49832
2224,1/25/2020,64134,Y,38.928206,-94.49832
2243,3/6/2020,64134,Y,38.928206,-94.49832
2305,2/20/2020,64134,Y,38.928206,-94.49832
2315,1/25/2020,64134,Y,38.928206,-94.49832
2480,1/24/2020,64134,Y,38.928206,-94.49832
2705,2/21/2020,64134,Y,38.928206,-94.49832
2779,2/9/2020,64134,Y,38.928206,-94.49832
2871,1/5/2020,64134,Y,38.928206,-94.49832
2949,1/17/2020,64134,Y,38.928206,-94.49832
3017,1/25/2020,64134,Y,38.928206,-94.49832
3066,3/8/2020,64134,Y,38.928206,-94.49832
3206,1/25/2020,64134,Y,38.928206,-94.49832
3240,1/28/2020,64134,Y,38.928206,-94.49832
3282,3/3/2020,64134,Y,38.928206,-94.49832
3350,2/23/2020,64134,Y,38.928206,-94.49832
3418,1/26/2020,64134,Y,38.928206,-94.49832
3479,3/3/2020,64134,Y,38.928206,-94.49832
3656,2/21/2020,64134,Y,38.928206,-94.49832
3717,2/25/2020,64134,Y,38.928206,-94.49832
3818,1/9/2020,64134,Y,38.928206,-94.49832
3824,2/21/2020,64134,Y,38.928206,-94.49832
3881,2/17/2020,64134,Y,38.928206,-94.49832
4049,1/31/2020,64134,Y,38.928206,-94.49832
4304,1/22/2020,64134,Y,38.928206,-94.49832
4553,1/26/2020,64134,Y,38.928206,-94.49832
4781,1/23/2020,64134,Y,38.928206,-94.49832
4782,3/2/2020,64134,Y,38.928206,-94.49832
4857,3/2/2020,64134,Y,38.928206,-94.49832
5013,1/28/2020,64134,Y,38.928206,-94.49832
5049,2/22/2020,64134,Y,38.928206,-94.49832
5059,2/4/2020,64134,Y,38.928206,-94.49832
5074,1/2/2020,64134,Y,38.928206,-94.49832
5126,3/2/2020,64134,Y,38.928206,-94.49832
5260,2/21/2020,64134,Y,38.928206,-94.49832
5429,1/7/2020,64134,Y,38.928206,-94.49832
5496,1/4/2020,64134,Y,38.928206,-94.49832
5508,2/21/2020,64134,Y,38.928206,-94.49832
5537,2/21/2020,64134,Y,38.928206,-94.49832
5671,2/2/2020,64134,Y,38.928206,-94.49832
5750,1/9/2020,64134,Y,38.928206,-94.49832
5962,2/12/2020,64134,Y,38.928206,-94.49832
5968,1/1/2020,64134,Y,38.928206,-94.49832
6059,2/4/2020,64134,Y,38.928206,-94.49832
6280,1/5/2020,64134,Y,38.928206,-94.49832
6384,2/5/2020,64134,Y,38.928206,-94.49832
6398,3/6/2020,64134,Y,38.928206,-94.49832
6402,3/1/2020,64134,Y,38.928206,-94.49832
6457,1/25/2020,64134,Y,38.928206,-94.49832
6522,3/3/2020,64134,Y,38.928206,-94.49832
6549,2/27/2020,64134,Y,38.928206,-94.49832
6573,1/31/2020,64134,Y,38.928206,-94.49832
6609,2/16/2020,64134,Y,38.928206,-94.49832
6655,3/8/2020,64134,Y,38.928206,-94.49832
6720,1/15/2020,64134,Y,38.928206,-94.49832
6727,1/5/2020,64134,Y,38.928206,-94.49832
6748,2/24/2020,64134,Y,38.928206,-94.49832
6833,1/31/2020,64134,Y,38.928206,-94.49832
6835,2/3/2020,64134,Y,38.928206,-94.49832
6967,1/25/2020,64134,Y,38.928206,-94.49832
7031,2/25/2020,64134,Y,38.928206,-94.49832
7105,2/12/2020,64134,Y,38.928206,-94.49832
7304,1/25/2020,64134,Y,38.928206,-94.49832
7365,2/8/2020,64134,Y,38.928206,-94.49832
7373,2/25/2020,64134,Y,38.928206,-94.49832
7525,2/11/2020,64134,Y,38.928206,-94.49832
7611,1/25/2020,64134,Y,38.928206,-94.49832
7677,1/8/2020,64134,Y,38.928206,-94.49832
7801,1/25/2020,64134,Y,38.928206,-94.49832
7910,1/5/2020,64134,Y,38.928206,-94.49832
8010,1/24/2020,64134,Y,38.928206,-94.49832
8028,3/2/2020,64134,Y,38.928206,-94.49832
8155,2/9/2020,64134,Y,38.928206,-94.49832
8355,1/17/2020,64134,Y,38.928206,-94.49832
8481,3/2/2020,64134,Y,38.928206,-94.49832
8487,1/26/2020,64134,Y,38.928206,-94.49832
8660,1/7/2020,64134,Y,38.928206,-94.49832
8743,2/17/2020,64134,Y,38.928206,-94.49832
8783,2/7/2020,64134,Y,38.928206,-94.49832
8789,1/9/2020,64134,Y,38.928206,-94.49832
8885,2/7/2020,64134,Y,38.928206,-94.49832
8908,1/31/2020,64134,Y,38.928206,-94.49832
8935,1/9/2020,64134,Y,38.928206,-94.49832
8992,1/23/2020,64134,Y,38.928206,-94.49832
9039,2/21/2020,64134,Y,38.928206,-94.49832
9137,1/22/2020,64134,Y,38.928206,-94.49832
9167,1/28/2020,64134,Y,38.928206,-94.49832
9191,1/1/2020,64134,Y,38.928206,-94.49832
9197,1/24/2020,64134,Y,38.928206,-94.49832
9238,2/21/2020,64134,Y,38.928206,-94.49832
9314,1/5/2020,64134,Y,38.928206,-94.49832
9373,3/1/2020,64134,Y,38.928206,-94.49832
9386,1/26/2020,64134,Y,38.928206,-94.49832
9501,3/1/2020,64134,Y,38.928206,-94.49832
9551,1/26/2020,64134,Y,38.928206,-94.49832
9739,2/4/2020,64134,Y,38.928206,-94.49832
9817,2/22/2020,64134,Y,38.928206,-94.49832
9875,2/9/2020,64134,Y,38.928206,-94.49832
9881,2/24/2020,64134,Y,38.928206,-94.49832
9938,1/27/2020,64134,Y,38.928206,-94.49832
10044,2/7/2020,64134,Y,38.928206,-94.49832
10082,1/9/2020,64134,Y,38.928206,-94.49832
10178,1/26/2020,64134,Y,38.928206,-94.49832
10223,1/31/2020,64134,Y,38.928206,-94.49832
10295,3/1/2020,64134,Y,38.928206,-94.49832
10348,1/15/2020,64134,Y,38.928206,-94.49832
10376,3/8/2020,64134,Y,38.928206,-94.49832
10525,2/22/2020,64134,Y,38.928206,-94.49832
10566,1/26/2020,64134,Y,38.928206,-94.49832
10647,1/19/2020,64134,Y,38.928206,-94.49832
10667,2/8/2020,64134,Y,38.928206,-94.49832
10708,2/15/2020,64134,Y,38.928206,-94.49832
10906,1/24/2020,64134,Y,38.928206,-94.49832
10959,1/5/2020,64134,Y,38.928206,-94.49832
11036,1/12/2020,64134,Y,38.928206,-94.49832
11061,2/20/2020,64134,Y,38.928206,-94.49832
11076,2/3/2020,64134,Y,38.928206,-94.49832
11112,1/12/2020,64134,Y,38.928206,-94.49832
11286,3/8/2020,64134,Y,38.928206,-94.49832
11311,1/2/2020,64134,Y,38.928206,-94.49832
11333,2/12/2020,64134,Y,38.928206,-94.49832
11349,3/3/2020,64134,Y,38.928206,-94.49832
11428,1/31/2020,64134,Y,38.928206,-94.49832
11469,2/11/2020,64134,Y,38.928206,-94.49832
11543,1/25/2020,64134,Y,38.928206,-94.49832
11578,3/3/2020,64134,Y,38.928206,-94.49832
11758,1/25/2020,64134,Y,38.928206,-94.49832
11785,3/3/2020,64134,Y,38.928206,-94.49832
11876,3/5/2020,64134,Y,38.928206,-94.49832
11932,1/8/2020,64134,Y,38.928206,-94.49832
12192,2/8/2020,64134,Y,38.928206,-94.49832
12203,1/31/2020,64134,Y,38.928206,-94.49832
12273,1/1/2020,64134,Y,38.928206,-94.49832
12380,3/8/2020,64134,Y,38.928206,-94.49832
12407,1/25/2020,64134,Y,38.928206,-94.49832
12433,1/24/2020,64134,Y,38.928206,-94.49832
12513,2/1/2020,64134,Y,38.928206,-94.49832
12531,2/16/2020,64134,Y,38.928206,-94.49832
12639,2/27/2020,64134,Y,38.928206,-94.49832
13078,3/1/2020,64134,Y,38.928206,-94.49832
13187,1/9/2020,64134,Y,38.928206,-94.49832
13213,2/22/2020,64134,Y,38.928206,-94.49832
13223,1/15/2020,64134,Y,38.928206,-94.49832
13240,2/9/2020,64134,Y,38.928206,-94.49832
13272,3/2/2020,64134,Y,38.928206,-94.49832
13287,2/21/2020,64134,Y,38.928206,-94.49832
13428,1/7/2020,64134,Y,38.928206,-94.49832
13484,2/2/2020,64134,Y,38.928206,-94.49832
13569,1/5/2020,64134,Y,38.928206,-94.49832
13653,2/18/2020,64134,Y,38.928206,-94.49832
13813,1/25/2020,64134,Y,38.928206,-94.49832
13888,1/14/2020,64134,Y,38.928206,-94.49832
14043,1/31/2020,64134,Y,38.928206,-94.49832
14068,1/24/2020,64134,Y,38.928206,-94.49832
14124,1/5/2020,64134,Y,38.928206,-94.49832
14203,1/27/2020,64134,Y,38.928206,-94.49832
14258,1/9/2020,64134,Y,38.928206,-94.49832
14416,2/9/2020,64134,Y,38.928206,-94.49832
14547,2/21/2020,64134,Y,38.928206,-94.49832
14771,2/22/2020,64134,Y,38.928206,-94.49832
14833,2/4/2020,64134,Y,38.928206,-94.49832
14860,1/12/2020,64134,Y,38.928206,-94.49832
14906,2/21/2020,64134,Y,38.928206,-94.49832
15078,1/5/2020,64134,Y,38.928206,-94.49832
15079,2/1/2020,64134,Y,38.928206,-94.49832
15286,3/3/2020,64134,Y,38.928206,-94.49832
15314,1/26/2020,64134,Y,38.928206,-94.49832
15570,1/19/2020,64134,Y,38.928206,-94.49832
15621,2/3/2020,64134,Y,38.928206,-94.49832
15706,2/11/2020,64134,Y,38.928206,-94.49832
15870,2/7/2020,64134,Y,38.928206,-94.49832
15916,2/22/2020,64134,Y,38.928206,-94.49832
15926,3/8/2020,64134,Y,38.928206,-94.49832
16005,1/26/2020,64134,Y,38.928206,-94.49832
16391,2/16/2020,64134,Y,38.928206,-94.49832
16434,1/1/2020,64134,Y,38.928206,-94.49832
16508,2/21/2020,64134,Y,38.928206,-94.49832
16551,2/16/2020,64134,Y,38.928206,-94.49832
16648,1/26/2020,64134,Y,38.928206,-94.49832
16747,2/18/2020,64134,Y,38.928206,-94.49832
16825,1/14/2020,64134,Y,38.928206,-94.49832
16881,3/2/2020,64134,Y,38.928206,-94.49832
17044,2/2/2020,64134,Y,38.928206,-94.49832
17060,3/3/2020,64134,Y,38.928206,-94.49832
17061,1/4/2020,64134,Y,38.928206,-94.49832
17126,2/8/2020,64134,Y,38.928206,-94.49832
17156,1/9/2020,64134,Y,38.928206,-94.49832
17172,2/23/2020,64134,Y,38.928206,-94.49832
17295,1/31/2020,64134,Y,38.928206,-94.49832
17299,1/26/2020,64134,Y,38.928206,-94.49832
17317,2/21/2020,64134,Y,38.928206,-94.49832
17403,2/24/2020,64134,Y,38.928206,-94.49832
17458,1/12/2020,64134,Y,38.928206,-94.49832
17535,1/25/2020,64134,Y,38.928206,-94.49832
17545,3/2/2020,64134,Y,38.928206,-94.49832
17771,1/5/2020,64134,Y,38.928206,-94.49832
17911,3/1/2020,64134,Y,38.928206,-94.49832
17980,2/9/2020,64134,Y,38.928206,-94.49832
17995,1/25/2020,64134,Y,38.928206,-94.49832
18030,2/8/2020,64134,Y,38.928206,-94.49832
18131,2/22/2020,64134,Y,38.928206,-94.49832
18275,3/3/2020,64134,Y,38.928206,-94.49832
18362,1/21/2020,64134,Y,38.928206,-94.49832
18394,3/5/2020,64134,Y,38.928206,-94.49832
18543,5/11/2020,64134,Y,38.928206,-94.49832
18882,5/5/2020,64134,Y,38.928206,-94.49832
18888,5/16/2020,64134,Y,38.928206,-94.49832
18958,5/10/2020,64134,Y,38.928206,-94.49832
19012,4/18/2020,64134,Y,38.928206,-94.49832
19033,5/13/2020,64134,Y,38.928206,-94.49832
19059,3/17/2020,64134,Y,38.928206,-94.49832
19116,4/12/2020,64134,Y,38.928206,-94.49832
19163,3/12/2020,64134,Y,38.928206,-94.49832
19286,3/20/2020,64134,Y,38.928206,-94.49832
19473,4/24/2020,64134,Y,38.928206,-94.49832
19485,4/12/2020,64134,Y,38.928206,-94.49832
19645,5/21/2020,64134,Y,38.928206,-94.49832
19689,4/14/2020,64134,Y,38.928206,-94.49832
19756,3/25/2020,64134,Y,38.928206,-94.49832
19760,3/15/2020,64134,Y,38.928206,-94.49832
19958,4/24/2020,64134,Y,38.928206,-94.49832
19959,5/11/2020,64134,Y,38.928206,-94.49832
